locus_tag	ftype	length_bp	gene	EC_number	COG	product
POOLPIDM_02311	CDS	324				hypothetical protein
POOLPIDM_02312	CDS	1371	dinF		COG0534	DNA damage-inducible protein F
POOLPIDM_02313	CDS	1302				hypothetical protein
POOLPIDM_02314	CDS	1992	kup			Low affinity potassium transport system protein kup
POOLPIDM_02315	CDS	267				hypothetical protein
POOLPIDM_02316	CDS	2127	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
POOLPIDM_02317	CDS	270	rpsO		COG0184	30S ribosomal protein S15
POOLPIDM_02318	CDS	564	def_1	3.5.1.88	COG0242	Peptide deformylase
POOLPIDM_02319	CDS	522	nadR		COG1827	Transcription repressor NadR
POOLPIDM_02320	CDS	843	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
POOLPIDM_02321	CDS	726	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
POOLPIDM_02322	CDS	297				hypothetical protein
POOLPIDM_02323	CDS	192				hypothetical protein
POOLPIDM_02324	CDS	1593	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
POOLPIDM_02325	CDS	741	artM_3		COG1126	Arginine transport ATP-binding protein ArtM
POOLPIDM_02326	CDS	1350	cycA		COG1113	D-serine/D-alanine/glycine transporter
POOLPIDM_02327	CDS	591				Potassium channel
POOLPIDM_02328	CDS	1353	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
POOLPIDM_02329	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_02330	CDS	375				hypothetical protein
POOLPIDM_02331	CDS	483	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
POOLPIDM_02332	CDS	579				hypothetical protein
POOLPIDM_02333	CDS	1002	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
POOLPIDM_02334	CDS	603	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
POOLPIDM_02335	CDS	447	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
POOLPIDM_02336	CDS	714	treR		COG2188	HTH-type transcriptional regulator TreR
POOLPIDM_02337	CDS	1989				hypothetical protein
POOLPIDM_02338	CDS	561	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
POOLPIDM_02339	CDS	2109	mutL		COG0323	DNA mismatch repair protein MutL
POOLPIDM_02340	CDS	2646	mutS_1		COG0249	DNA mismatch repair protein MutS
POOLPIDM_02341	CDS	375				hypothetical protein
POOLPIDM_02342	CDS	798	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
POOLPIDM_02343	CDS	774				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
POOLPIDM_02344	CDS	636				hypothetical protein
POOLPIDM_02345	CDS	834	nirC		COG2116	Nitrite transporter NirC
POOLPIDM_02346	CDS	612	rpsD		COG0522	30S ribosomal protein S4
POOLPIDM_02347	CDS	540	bioY2		COG1268	Biotin transporter BioY2
POOLPIDM_02348	CDS	510	queT_2		COG4708	Queuosine precursor transporter QueT
POOLPIDM_02349	CDS	762		1.1.1.391	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2
POOLPIDM_02350	CDS	222				hypothetical protein
POOLPIDM_02351	CDS	1584				hypothetical protein
POOLPIDM_02352	CDS	702	yohK		COG1346	Inner membrane protein YohK
POOLPIDM_02353	CDS	411	cidA			Holin-like protein CidA
POOLPIDM_02354	CDS	735	gla		COG0580	Glycerol facilitator-aquaporin gla
POOLPIDM_02355	CDS	960			COG2826	IS30 family transposase IS6770
POOLPIDM_02356	CDS	1680				hypothetical protein
POOLPIDM_02357	CDS	729				hypothetical protein
POOLPIDM_02358	CDS	897				IS982 family transposase ISEfm1
POOLPIDM_02359	CDS	900				hypothetical protein
POOLPIDM_02360	CDS	357				hypothetical protein
POOLPIDM_02361	CDS	1173				IS256 family transposase IS256
POOLPIDM_02362	CDS	189				hypothetical protein
POOLPIDM_02363	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_02364	CDS	108				hypothetical protein
POOLPIDM_02365	CDS	954	yclQ		COG4607	Petrobactin-binding protein YclQ
POOLPIDM_02366	CDS	756	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
POOLPIDM_02367	CDS	960	yclO		COG4605	Petrobactin import system permease protein YclO
POOLPIDM_02368	CDS	951	yclN		COG4606	Petrobactin import system permease protein YclN
POOLPIDM_02369	CDS	453	yueI		COG5506	putative protein YueI
POOLPIDM_02370	CDS	2268	gshAB		COG1181	Glutathione biosynthesis bifunctional protein GshAB
POOLPIDM_02371	CDS	999	ftsY		COG0552	Signal recognition particle receptor FtsY
POOLPIDM_02372	CDS	810	yidA_3	3.1.3.23	COG0561	Sugar phosphatase YidA
POOLPIDM_02373	CDS	3582	smc_3		COG1196	Chromosome partition protein Smc
POOLPIDM_02374	CDS	687	rnc	3.1.26.3	COG0571	Ribonuclease 3
POOLPIDM_02375	CDS	1782				hypothetical protein
POOLPIDM_02376	CDS	915				hypothetical protein
POOLPIDM_02377	CDS	963	gsiC		COG0601	Glutathione transport system permease protein GsiC
POOLPIDM_02378	CDS	945	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
POOLPIDM_02379	CDS	1005	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
POOLPIDM_02380	CDS	1188				IS110 family transposase ISBth13
POOLPIDM_02381	CDS	243	acpP		COG0236	Acyl carrier protein
POOLPIDM_02382	CDS	1002	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
POOLPIDM_02383	CDS	2037	recG	3.6.4.12		ATP-dependent DNA helicase RecG
POOLPIDM_02384	CDS	1683				putative protein
POOLPIDM_02385	CDS	363				putative protein
POOLPIDM_02386	CDS	189	rpmB			50S ribosomal protein L28
POOLPIDM_02387	CDS	2670				hypothetical protein
POOLPIDM_02388	CDS	909				IS982 family transposase ISEfm1
POOLPIDM_02389	CDS	660				hypothetical protein
POOLPIDM_02390	CDS	549				hypothetical protein
POOLPIDM_02391	CDS	339				hypothetical protein
POOLPIDM_02392	CDS	1179				IS256 family transposase ISEf1
POOLPIDM_02393	CDS	1173				IS256 family transposase IS256
POOLPIDM_02394	CDS	369	lrpC		COG1522	HTH-type transcriptional regulator LrpC
POOLPIDM_02395	CDS	807				hypothetical protein
POOLPIDM_02396	CDS	747	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
POOLPIDM_02397	CDS	798	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
POOLPIDM_02398	CDS	870	ecfA2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
POOLPIDM_02399	CDS	840	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
POOLPIDM_02400	CDS	381	rplQ		COG0203	50S ribosomal protein L17
POOLPIDM_02401	CDS	939	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
POOLPIDM_02402	CDS	390	rpsK			30S ribosomal protein S11
POOLPIDM_02403	CDS	366	rpsM		COG0099	30S ribosomal protein S13
POOLPIDM_02404	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
POOLPIDM_02405	CDS	219	infA		COG0361	Translation initiation factor IF-1
POOLPIDM_02406	CDS	648	adk	2.7.4.3		Adenylate kinase
POOLPIDM_02407	CDS	1296	secY			Protein translocase subunit SecY
POOLPIDM_02408	CDS	441	rplO			50S ribosomal protein L15
POOLPIDM_02409	CDS	180	rpmD		COG1841	50S ribosomal protein L30
POOLPIDM_02410	CDS	501	rpsE		COG0098	30S ribosomal protein S5
POOLPIDM_02411	CDS	357	rplR		COG0256	50S ribosomal protein L18
POOLPIDM_02412	CDS	537	rplF			50S ribosomal protein L6
POOLPIDM_02413	CDS	399	rpsH		COG0096	30S ribosomal protein S8
POOLPIDM_02414	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
POOLPIDM_02415	CDS	540	rplE		COG0094	50S ribosomal protein L5
POOLPIDM_02416	CDS	309	rplX			50S ribosomal protein L24
POOLPIDM_02417	CDS	369	rplN		COG0093	50S ribosomal protein L14
POOLPIDM_02418	CDS	267	rpsQ		COG0186	30S ribosomal protein S17
POOLPIDM_02419	CDS	189	rpmC		COG0255	50S ribosomal protein L29
POOLPIDM_02420	CDS	435	rplP		COG0197	50S ribosomal protein L16
POOLPIDM_02421	CDS	657	rpsC		COG0092	30S ribosomal protein S3
POOLPIDM_02422	CDS	348	rplV		COG0091	50S ribosomal protein L22
POOLPIDM_02423	CDS	279	rpsS		COG0185	30S ribosomal protein S19
POOLPIDM_02424	CDS	834	rplB		COG0090	50S ribosomal protein L2
POOLPIDM_02425	CDS	291	rplW			50S ribosomal protein L23
POOLPIDM_02426	CDS	624	rplD		COG0088	50S ribosomal protein L4
POOLPIDM_02427	CDS	630	rplC		COG0087	50S ribosomal protein L3
POOLPIDM_02428	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
POOLPIDM_02429	CDS	1188	tuf_2		COG0050	Elongation factor Tu
POOLPIDM_02430	CDS	2088	fus			Elongation factor G
POOLPIDM_02431	CDS	471	rpsG		COG0049	30S ribosomal protein S7
POOLPIDM_02432	CDS	414	rpsL		COG0048	30S ribosomal protein S12
POOLPIDM_02433	CDS	684	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
POOLPIDM_02434	CDS	582	hin		COG1961	DNA-invertase hin
POOLPIDM_02435	CDS	687	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
POOLPIDM_02436	CDS	708	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
POOLPIDM_02437	CDS	819	punA	2.4.2.1		Purine nucleoside phosphorylase 1
POOLPIDM_02438	CDS	1167	deoB	5.4.2.7		Phosphopentomutase
POOLPIDM_02439	CDS	957				hypothetical protein
POOLPIDM_02440	CDS	1134				hypothetical protein
POOLPIDM_02441	CDS	1563	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
POOLPIDM_02442	CDS	1083	tmpC		COG1744	Membrane lipoprotein TmpC
POOLPIDM_02443	CDS	399	cdd	3.5.4.5	COG0295	Cytidine deaminase
POOLPIDM_02444	CDS	663	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
POOLPIDM_02445	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
POOLPIDM_02446	CDS	1017	degA_3		COG1609	HTH-type transcriptional regulator DegA
POOLPIDM_02447	CDS	606	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
POOLPIDM_02448	CDS	924	coaA	2.7.1.33		Pantothenate kinase
POOLPIDM_02449	CDS	1566	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
POOLPIDM_02450	CDS	1632				hypothetical protein
POOLPIDM_02451	CDS	1674	lacE_2		COG1455	PTS system lactose-specific EIICB component
POOLPIDM_02452	CDS	318	lacF_5			PTS system lactose-specific EIIA component
POOLPIDM_02453	CDS	1401	lacG_3	3.2.1.85	COG2723	6-phospho-beta-galactosidase
POOLPIDM_02454	CDS	786	lacR_2			Lactose phosphotransferase system repressor
POOLPIDM_02455	CDS	693	yvdM_1	5.4.2.6	COG0637	Beta-phosphoglucomutase
POOLPIDM_02456	CDS	372				hypothetical protein
POOLPIDM_02457	CDS	207				hypothetical protein
POOLPIDM_02458	CDS	231				hypothetical protein
POOLPIDM_02459	CDS	378				hypothetical protein
POOLPIDM_02460	CDS	864				hypothetical protein
POOLPIDM_02461	CDS	1026				hypothetical protein
POOLPIDM_02462	CDS	504				hypothetical protein
POOLPIDM_02463	CDS	138				hypothetical protein
POOLPIDM_02464	CDS	579				Potassium channel
POOLPIDM_02465	CDS	198				hypothetical protein
POOLPIDM_02466	CDS	819	zupT		COG0428	Zinc transporter ZupT
POOLPIDM_02467	CDS	1731	pox5	1.2.3.3	COG0028	Pyruvate oxidase
POOLPIDM_02468	CDS	522				hypothetical protein
POOLPIDM_02469	CDS	1623	ybiT_3		COG0488	putative ABC transporter ATP-binding protein YbiT
POOLPIDM_02470	CDS	864				DegV domain-containing protein
POOLPIDM_02471	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
POOLPIDM_02472	CDS	1368	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
POOLPIDM_02473	CDS	453	rplI			50S ribosomal protein L9
POOLPIDM_02474	CDS	1974	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
POOLPIDM_02475	CDS	237	rpsR		COG0238	30S ribosomal protein S18
POOLPIDM_02476	CDS	513	ssb_1		COG0629	Single-stranded DNA-binding protein
POOLPIDM_02477	CDS	300	rpsF		COG0360	30S ribosomal protein S6
POOLPIDM_02478	CDS	2472	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
POOLPIDM_02479	CDS	1947	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
POOLPIDM_02480	CDS	1125	recF		COG1195	DNA replication and repair protein RecF
POOLPIDM_02481	CDS	309				hypothetical protein
POOLPIDM_02482	CDS	1131	dnaN		COG0592	Beta sliding clamp
POOLPIDM_02483	CDS	1335	dnaA		COG0593	Chromosomal replication initiator protein DnaA
POOLPIDM_02484	CDS	135	rpmH			50S ribosomal protein L34
POOLPIDM_02485	CDS	357	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
POOLPIDM_02486	CDS	819	misCA		COG0706	Membrane protein insertase MisCA
POOLPIDM_02487	CDS	759				hypothetical protein
POOLPIDM_02488	CDS	339				hypothetical protein
POOLPIDM_02489	CDS	1398	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
POOLPIDM_02490	CDS	1902	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
POOLPIDM_02491	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
POOLPIDM_02492	CDS	768	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
POOLPIDM_02493	CDS	891	spo0J		COG1475	Stage 0 sporulation protein J
POOLPIDM_02494	CDS	192				hypothetical protein
POOLPIDM_02495	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
POOLPIDM_02496	CDS	696				hypothetical protein
POOLPIDM_02497	CDS	1485	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
POOLPIDM_02498	CDS	1272	serS	6.1.1.11		Serine--tRNA ligase
POOLPIDM_02499	CDS	1209	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
POOLPIDM_02500	CDS	690	srrA_2		COG0745	Transcriptional regulatory protein SrrA
POOLPIDM_02501	tRNA	75				tRNA-Val(tac)
POOLPIDM_02502	tRNA	75				tRNA-Lys(ttt)
POOLPIDM_02503	tRNA	84				tRNA-Leu(tag)
POOLPIDM_02504	tRNA	76				tRNA-Thr(tgt)
POOLPIDM_02505	tRNA	72				tRNA-Gly(gcc)
POOLPIDM_02506	tRNA	86				tRNA-Leu(taa)
POOLPIDM_02507	tRNA	76				tRNA-Arg(acg)
POOLPIDM_02508	tRNA	74				tRNA-Pro(tgg)
POOLPIDM_02509	tRNA	77				tRNA-Arg(acg)
POOLPIDM_02510	CDS	468	ctsR		COG4463	Transcriptional regulator CtsR
POOLPIDM_02511	CDS	2493	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
POOLPIDM_02512	CDS	924	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
POOLPIDM_02513	CDS	1251				hypothetical protein
POOLPIDM_02514	CDS	1347	gor	1.8.1.7	COG1249	Glutathione reductase
POOLPIDM_02515	CDS	954	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
POOLPIDM_02516	CDS	1104	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
POOLPIDM_02517	CDS	957				hypothetical protein
POOLPIDM_02518	CDS	1935	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
POOLPIDM_02519	CDS	417				hypothetical protein
POOLPIDM_02520	CDS	567				hypothetical protein
POOLPIDM_02521	CDS	987	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
POOLPIDM_02522	CDS	1983				hypothetical protein
POOLPIDM_02523	CDS	525				hypothetical protein
POOLPIDM_02524	CDS	969	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
POOLPIDM_02525	CDS	807	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
POOLPIDM_02526	CDS	906				hypothetical protein
POOLPIDM_02527	CDS	969				hypothetical protein
POOLPIDM_02528	CDS	3618	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
POOLPIDM_02529	CDS	3654	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
POOLPIDM_02530	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
POOLPIDM_02531	CDS	1686	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
POOLPIDM_02532	CDS	1284				hypothetical protein
POOLPIDM_02533	CDS	870	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
POOLPIDM_02534	CDS	837	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
POOLPIDM_02535	CDS	1068	tdh	1.1.1.103		L-threonine 3-dehydrogenase
POOLPIDM_02536	CDS	828				hypothetical protein
POOLPIDM_02537	CDS	1026	rifL	1.1.1.-		Putative UDP-kanosamine synthase oxidoreductase subunit
POOLPIDM_02538	CDS	2184	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
POOLPIDM_02539	CDS	1131	glxK	2.7.1.31		Glycerate kinase
POOLPIDM_02540	CDS	678	yvdM_2	5.4.2.6	COG0637	Beta-phosphoglucomutase
POOLPIDM_02541	CDS	528	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
POOLPIDM_02542	CDS	687	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
POOLPIDM_02543	CDS	1539	xylB_2	2.7.1.17	COG1070	Xylulose kinase
POOLPIDM_02544	CDS	468	dps	1.16.-.-	COG0783	DNA protection during starvation protein
POOLPIDM_02545	CDS	444	rplM			50S ribosomal protein L13
POOLPIDM_02546	CDS	393	rpsI		COG0103	30S ribosomal protein S9
POOLPIDM_02547	CDS	1227	xerC_11			Tyrosine recombinase XerC
POOLPIDM_02548	CDS	741	scaC_2	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
POOLPIDM_02549	CDS	1188				IS110 family transposase ISBth13
POOLPIDM_02550	CDS	843	mntB_2			Manganese transport system membrane protein MntB
POOLPIDM_02551	CDS	951	ssaB_2		COG0803	Manganese ABC transporter substrate-binding lipoprotein
POOLPIDM_02552	CDS	234				hypothetical protein
POOLPIDM_02553	CDS	93				hypothetical protein
POOLPIDM_02554	CDS	519				hypothetical protein
POOLPIDM_02555	CDS	669				hypothetical protein
POOLPIDM_02556	CDS	1416	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
POOLPIDM_02557	CDS	570				hypothetical protein
POOLPIDM_02558	CDS	1755	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
POOLPIDM_02559	CDS	1743	ndvA	7.5.2.3	COG1132	Beta-(1-->2)glucan export ATP-binding/permease protein NdvA
POOLPIDM_02560	CDS	270	rpsN2_2		COG0199	Alternate 30S ribosomal protein S14
POOLPIDM_02561	CDS	180	rpmF_2		COG0333	50S ribosomal protein L32
POOLPIDM_02562	CDS	378				hypothetical protein
POOLPIDM_02563	CDS	150	rpmGA_2			50S ribosomal protein L33 1
POOLPIDM_02564	CDS	984	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
POOLPIDM_02565	CDS	123				hypothetical protein
POOLPIDM_02566	CDS	1524				hypothetical protein
POOLPIDM_02567	CDS	240				hypothetical protein
POOLPIDM_02568	CDS	219				hypothetical protein
POOLPIDM_02569	CDS	1617				hypothetical protein
POOLPIDM_02570	CDS	1128				ISL3 family transposase IS1251
POOLPIDM_02571	CDS	189				hypothetical protein
POOLPIDM_02572	CDS	195				hypothetical protein
POOLPIDM_02573	CDS	192				hypothetical protein
POOLPIDM_02574	CDS	387				hypothetical protein
POOLPIDM_02575	CDS	1206	rhaR_6			HTH-type transcriptional activator RhaR
POOLPIDM_02576	CDS	435				hypothetical protein
POOLPIDM_02577	CDS	1296				ISL3 family transposase ISEfa5
POOLPIDM_02578	CDS	1308				ISL3 family transposase IS1251
POOLPIDM_02579	CDS	255				hypothetical protein
POOLPIDM_02580	CDS	318				hypothetical protein
POOLPIDM_02581	CDS	681				IS6 family transposase IS1216E
POOLPIDM_02582	CDS	330				hypothetical protein
POOLPIDM_02583	CDS	288				hypothetical protein
POOLPIDM_02584	CDS	858	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
POOLPIDM_02585	CDS	549				hypothetical protein
POOLPIDM_02586	CDS	1428				IS1182 family transposase ISEfa12
POOLPIDM_02587	CDS	360				IS6 family transposase IS1297
POOLPIDM_02588	CDS	321				IS6 family transposase IS1216V
POOLPIDM_02589	CDS	606				hypothetical protein
POOLPIDM_02590	CDS	1425				hypothetical protein
POOLPIDM_02591	CDS	405				hypothetical protein
POOLPIDM_02592	CDS	1149				IS200/IS605 family transposase ISEfa4
POOLPIDM_02593	CDS	825				hypothetical protein
POOLPIDM_02594	CDS	417				hypothetical protein
POOLPIDM_02595	CDS	471	manX_6	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
POOLPIDM_02596	CDS	774	sorA_3		COG3715	PTS system sorbose-specific EIIC component
POOLPIDM_02597	CDS	813	manZ_7		COG3716	PTS system mannose-specific EIID component
POOLPIDM_02598	CDS	966	frlB_2	3.5.-.-	COG2222	Fructosamine deglycase FrlB
POOLPIDM_02599	CDS	2724	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
POOLPIDM_02600	CDS	633	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
POOLPIDM_02601	CDS	828				hypothetical protein
POOLPIDM_02602	CDS	681				IS6 family transposase IS1216E
POOLPIDM_02603	CDS	699	fadR			Fatty acid metabolism regulator protein
POOLPIDM_02604	CDS	735	yurK		COG2188	putative HTH-type transcriptional regulator YurK
POOLPIDM_02605	CDS	1014	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
POOLPIDM_02606	CDS	411	manX_7	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
POOLPIDM_02607	CDS	468		2.7.1.-		putative phosphotransferase enzyme IIB component
POOLPIDM_02608	CDS	747	sorA_4		COG3715	PTS system sorbose-specific EIIC component
POOLPIDM_02609	CDS	810	manZ_8		COG3716	PTS system mannose-specific EIID component
POOLPIDM_02610	CDS	681				IS6 family transposase IS1216E
POOLPIDM_02611	CDS	1845	bglF_4		COG1263	PTS system beta-glucoside-specific EIIBCA component
POOLPIDM_02612	CDS	1467	bglH_3	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
POOLPIDM_02613	CDS	843	licT_4		COG3711	Transcription antiterminator LicT
POOLPIDM_02614	CDS	1296				ISL3 family transposase IS1251
POOLPIDM_02615	CDS	1431	bglF_5		COG1263	PTS system beta-glucoside-specific EIIBCA component
POOLPIDM_02616	CDS	672			COG2826	IS30 family transposase IS1062
POOLPIDM_02617	CDS	960			COG2826	IS30 family transposase IS6770
POOLPIDM_02618	CDS	879				hypothetical protein
POOLPIDM_02619	CDS	297				hypothetical protein
POOLPIDM_02620	CDS	1179				IS256 family transposase ISEf1
POOLPIDM_02621	CDS	612			COG2826	IS30 family transposase IS6770
POOLPIDM_02622	CDS	1179				IS256 family transposase ISEf1
POOLPIDM_02623	CDS	249				hypothetical protein
POOLPIDM_02624	CDS	405	ohrB_2		COG1764	Organic hydroperoxide resistance protein OhrB
POOLPIDM_02625	CDS	1044				hypothetical protein
POOLPIDM_02626	CDS	564	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
POOLPIDM_02627	CDS	510				hypothetical protein
POOLPIDM_02628	CDS	651				hypothetical protein
POOLPIDM_02629	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_02630	CDS	300				hypothetical protein
POOLPIDM_02631	CDS	606		2.7.7.-	COG2184	Protein adenylyltransferase NmFic
POOLPIDM_02632	CDS	909				IS982 family transposase ISEfm1
POOLPIDM_02633	CDS	555	xerC_12			Tyrosine recombinase XerC
POOLPIDM_02634	CDS	405				hypothetical protein
POOLPIDM_02635	CDS	1149				IS200/IS605 family transposase ISEfa4
POOLPIDM_02636	CDS	606				hypothetical protein
POOLPIDM_02637	CDS	960			COG2826	IS30 family transposase IS1062
POOLPIDM_02638	CDS	321				hypothetical protein
POOLPIDM_02639	CDS	837				IS3 family transposase ISEfa8
POOLPIDM_02640	CDS	291				IS3 family transposase ISEfa8
POOLPIDM_02641	CDS	543				hypothetical protein
POOLPIDM_02642	CDS	375	resA			Thiol-disulfide oxidoreductase ResA
POOLPIDM_02643	CDS	837				IS3 family transposase ISEfa8
POOLPIDM_02644	CDS	291				IS3 family transposase ISEfa8
POOLPIDM_02645	CDS	1278				hypothetical protein
POOLPIDM_02646	CDS	657			COG1136	putative ABC transporter ATP-binding protein
POOLPIDM_02647	CDS	1377				hypothetical protein
POOLPIDM_02648	CDS	102				hypothetical protein
POOLPIDM_02649	CDS	195				hypothetical protein
POOLPIDM_02650	CDS	354				hypothetical protein
POOLPIDM_02651	CDS	1548				IS66 family transposase ISRob1
POOLPIDM_02652	CDS	1296				ISL3 family transposase ISEfa5
POOLPIDM_02653	CDS	492				hypothetical protein
POOLPIDM_02654	CDS	696				IS1182 family transposase ISEfa7
POOLPIDM_02655	CDS	816	cutD	1.97.1.-		Choline trimethylamine-lyase activating enzyme
POOLPIDM_02656	CDS	237				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
POOLPIDM_02657	CDS	288				hypothetical protein
POOLPIDM_02658	CDS	786	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
POOLPIDM_02659	CDS	1101				hypothetical protein
POOLPIDM_02660	CDS	825				hypothetical protein
POOLPIDM_02661	CDS	816				hypothetical protein
POOLPIDM_02662	CDS	831				hypothetical protein
POOLPIDM_02663	CDS	1032	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
POOLPIDM_02664	CDS	1275				ISL3 family transposase IS1476
POOLPIDM_02665	CDS	729			COG4753	putative response regulatory protein
POOLPIDM_02666	CDS	1575				hypothetical protein
POOLPIDM_02667	CDS	939	yteP_3		COG4209	putative multiple-sugar transport system permease YteP
POOLPIDM_02668	CDS	912	araQ_7		COG0395	L-arabinose transport system permease protein AraQ
POOLPIDM_02669	CDS	1473				hypothetical protein
POOLPIDM_02670	CDS	612				hypothetical protein
POOLPIDM_02671	CDS	1914				hypothetical protein
POOLPIDM_02672	CDS	2982	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
POOLPIDM_02673	CDS	1662				hypothetical protein
POOLPIDM_02674	CDS	933				hypothetical protein
POOLPIDM_02675	CDS	1614	guaA_2	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
POOLPIDM_02676	CDS	1275				ISL3 family transposase IS1476
POOLPIDM_02677	CDS	654	qseB			Transcriptional regulatory protein QseB
POOLPIDM_02678	CDS	1320				hypothetical protein
POOLPIDM_02679	CDS	1179				IS256 family transposase ISEf1
POOLPIDM_02680	CDS	261				hypothetical protein
POOLPIDM_02681	CDS	1149				IS200/IS605 family transposase ISEfa4
POOLPIDM_02682	CDS	405				hypothetical protein
